precio;localidad;tamanio;habitaciones;descripcion;link;descripcion_larga;distrito
399.900;Piso en Calle de San Marcelo 13;70;2;Planta 1ª exterior con ascensor;/inmueble/109044315/;"
TengoTuCasa presenta esta magnífica vivienda completamente reformada con nueva distribución, reforma integral con garantía y acabados de alta calidad, lista para entrar a vivir. Se trata de un piso que combina confort, diseño actual y funcionalidad en cada detalle.
La vivienda ofrece una distribución optimizada en la q
";ciudad-lineal
995.000;Chalet adosado en Calle de Fernández Caro Concepción;208;3;;/inmueble/108255224/;"
MAISON de QUALITÉ Agence Immobilière Française présente LES PLUS BELLES MAISONS DE MADRID.
UN VERDADERO HOGAR en el Exclusivo Arturo Soria.
Diferente y original. Totalmente reformado con excelentes calidades. Destacamos sus amplias estancias, así como la oportunidad única de tener tu oficina extremadamente representa
";ciudad-lineal
1.980.000;Ático en Costillares Madrid;300;4;Planta 24ª exterior con ascensor;/inmueble/108709564/;"
ATICO DUPLEX EN URBANIZACION DE LUJO CON TERRAZA Y EXCELENTES ZONAS COMUNES EN COSTILLARES
Ático dúplex ubicado en una de las mejores urbanizaciones de la zona, con todos los servicios para disfrutar durante todo el año.
La urbanización cuenta con piscina de verano con chiringuito, piscina climatizada de invierno, pi
";ciudad-lineal
334.900;Piso en Pasaje Santa Felicidad 5;65;2;Planta 3ª exterior con ascensor;/inmueble/108902357/;"
TengoTuCasa presenta esta magnífica vivienda con nueva distribución y reforma integral con garantía, lista para entrar a vivir.
La vivienda se distribuye de manera funcional, aprovechando al máximo cada metro cuadrado. Al acceder al inmueble encontramos un amplio salón, luminoso y acogedor. La cocina, independiente y d
";ciudad-lineal
349.900;Dúplex en Calle de Santa Genoveva 14;80;3;Planta 1ª exterior con ascensor;/inmueble/108851075/;"
TengoTuCasa presenta este encantador dúplex completamente reformado, situado en la calle Santa Genoveva. Se trata de una propiedad lista para entrar a vivir, ubicada en una de las zonas más consolidadas y con mejor proyección de Madrid. Tienen un alquiler estimado de 1500€.
En la planta principal encontramos un acogedo
";ciudad-lineal
324.900;Piso en Calle de José Barbastre 23;70;3;Planta 2ª exterior con ascensor;/inmueble/108253785/;"
TengoTuCasa presenta esta magnífica vivienda completamente reformada, decorada, con garantía y ASCENSOR APROBADO en el barrio de Ventas. Con una superficie de 70 m², la propiedad cuenta con tres dormitorios, un baño, cocina, salón-comedor y dos terrazas, ofreciendo un espacio ideal para familias. Existe la posibilidad
";ciudad-lineal
339.900;Piso en Calle de Torrelaguna 15;60;2;Planta 1ª exterior con ascensor;/inmueble/108961868/;"
TengoTuCasa presenta esta magnífica oportunidad en Barrio de la Concepción. Piso reformado, completamente amueblado y con terraza cerrada. Se trata de una vivienda cómoda, funcional y con una ubicación estratégica, perfecta para vivir o invertir con total garantía. Tiene un alquiler estimado de 1.350€
La vivienda dispo
";ciudad-lineal
339.900;Piso en Calle de San Maximiliano 51;65;2;Planta 1ª exterior con ascensor;/inmueble/108728431/;"
TengoTuCasa presenta esta magnífica vivienda exterior de 2 dormitorios dobles, 1 baño completo, cocina independiente totalmente equipada y un salón comedor. Esta propiedad destaca por su excelente estado, la calidad de su reforma y su alta rentabilidad, con un precio estimado de alquiler de 1300 euros mensuales. Su pri
";ciudad-lineal
399.900;Piso en Calle del Poeta Blas de Otero 40;80;3;Planta 7ª exterior con ascensor;/inmueble/108764101/;"
TengoTuCasa presenta esta magnífica vivienda reformada, decorada y con garantía. Con 2 ascensores y portero físico. Se trata de una vivienda de 80 m², distribuida en tres dormitorios, un amplio salón comedor, cocina equipada y un baño completo.
Esta propiedad representa una gran oportunidad de inversión por su excelen
";ciudad-lineal
695.000;Piso en Calle de Timoteo Domingo Pueblo Nuevo;200;5;Planta 1ª exterior sin ascensor;/inmueble/109236696/;"
Magnífico edificio en Venta, dispone de una superficie de 200m2 construidos divididos en 3 plantas más 10 m2 de elementos comunes. La planta baja de 55m2 compuesta de 2 dormitorios, salón, cocina, baño y patio interior para reformar. La primera planta con una superficie de 65 m2, compuesta de 3 dormitorios, salón, coci
";ciudad-lineal
1.250.000;Dúplex en Calle de Celeste Colina;213;5;Planta 3ª exterior con ascensor;/inmueble/109159921/;"
DS Realtors ofrece, SIN HONORARIOS PARA EL COMPRADOR, este fantástico Ático en dúplex situado en calle Celeste, zona de Arturo Soria.
Ubicado en tercera planta de finca con 6 vecinos en total, destaca por su luminosidad, cuenta según catastro con 213 metros cuadrados construidos, de los cuales 171 corresponden a vivi
";ciudad-lineal
260.000;Piso en Calle de San Secundino Ventas;52;2;Planta 2ª exterior con ascensor;/inmueble/108895397/;"
AMÂBIT INMOBILIARIA vende esta exclusiva vivienda en Calle San Secundino (Zona Ventas) compuesta de:
-Salón: Espacio cómodo y bien distribuido, ideal como zona de estar y comedor.
-Cocina independiente: Funcional, con buena capacidad de almacenaje y superficie de trabajo.
-Dos habitaciones: Dormitorios amplios que per
";ciudad-lineal
1.200.000;Piso en Calle de Torrelaguna San Juan Bautista;184;4;Planta 2ª exterior con ascensor;/inmueble/108770103/;"
Colomba Boutique Inmobiliaria vende EN EXCLUSIVA, estupenda vivienda ubicada en la mejor zona de Arturo Soria, en el barrio de Colina, a escasos metros de la parada del metro Avda. de la Paz, (Linea 4) y con estupenda comunicación por autobuses (9, 72, 53 y la 120 menos de 300 m).
La vivienda se encuentra ubicada en l
";ciudad-lineal
1.360.000;Piso en Calle Arturo Soria 161;185;2;Planta 1ª exterior con ascensor;/inmueble/105575781/;"
ARTURO SORIA 161 es un nuevo proyecto residencial de Terralpa en el mejor Madrid donde toda la comodidad está a tu alcance.
Cuenta con 6 magníficas viviendas con terraza, 2 áticos de ensueño con amplísimas terrazas y piscina incluida y 2 bajos con un jardín que rodea la vivienda. La localización es inmejorable gracias
";ciudad-lineal
799.000;Piso en Juan Pérez Zuñiga 18;120;2;Bajo interior con ascensor;/inmueble/107471145/;"
Obras iniciadas. ENTREGA ABRIL 2026. Nuevo Mundo Arturo Soria es una exclusiva urbanización privada de 9 viviendas, con un magnífico jardín de 800 m2 con piscina, zona de juegos infantil y zona deportiva, proyectada por el prestigioso estudio TOUZA ARQUITECTOS.
Modernidad. Funcionalidad. Dinamismo. Todo reunido en un d
";ciudad-lineal
825.000;Ático en Juan Pérez Zuñiga 18;103;2;Planta 4ª exterior con ascensor;/inmueble/107471144/;"
Obras iniciadas. ENTREGA ABRIL 2026. Nuevo Mundo Arturo Soria es una exclusiva urbanización privada de 9 viviendas, con un magnífico jardín de 800 m2 con piscina, zona de juegos infantil y zona deportiva, proyectada por el prestigioso estudio TOUZA ARQUITECTOS.
Modernidad. Funcionalidad. Dinamismo. Todo reunido en un d
";ciudad-lineal
2.280.000;Ático en Calle Arturo Soria 161;312;2; exterior con ascensor;/inmueble/105996116/;"
ARTURO SORIA 161 es un nuevo proyecto residencial de Terralpa en el mejor Madrid donde toda la comodidad está a tu alcance.
Cuenta con 6 magníficas viviendas con terraza, 2 áticos de ensueño con amplísimas terrazas y piscina incluida y 2 bajos con un jardín que rodea la vivienda. La localización es inmejorable gracias
";ciudad-lineal
995.000;Piso en Juan Pérez Zuñiga 18;147;3;Planta 3ª exterior con ascensor;/inmueble/107471251/;"
Obras iniciadas. ENTREGA ABRIL 2026. Nuevo Mundo Arturo Soria es una exclusiva urbanización privada de 9 viviendas, con un magnífico jardín de 800 m2 con piscina, zona de juegos infantil y zona deportiva, proyectada por el prestigioso estudio TOUZA ARQUITECTOS.
Modernidad. Funcionalidad. Dinamismo. Todo reunido en un d
";ciudad-lineal
860.000;Piso en Quintana Madrid;126;2;Planta 2ª exterior con ascensor;/inmueble/107423796/;"
John Taylor pone en venta este estupendo piso de 2 dormitorios y 2 baños de 126m² construidos, ubicado en un edificio de nueva construcción del año 2020 en la zona de Arturo Soria.
La vivienda destaca por su diseño contemporáneo, sus calidades de alta gama y su eficiencia energética gracias a su sistema de aerotermia
";ciudad-lineal
750.500;Piso en Fernández Caro 7;108;2;Planta 1ª exterior con ascensor;/inmueble/108916839/;"
DESCUBRE EN MOSAIK, LA COMPOSICIÓN PERFECTA
22 VIVIENDAS EXCLUSIVAS DE OBRA NUEVA CON TERRAZA DE 2 Y 3 DORMITORIOS (PLAZAS DE GARAJE Y LOCKERS INCLUIDOS EN EL PRECIO)
MOSAIK es un proyecto innovador y vanguardista, donde prima diseño y funcionalidad, que se ubica en la calle Fernández Caro, 7, a pocos metros de la ca
";ciudad-lineal
780.500;Piso en Fernández Caro 7;108;2;Planta 3ª exterior con ascensor;/inmueble/108915651/;"
DESCUBRE EN MOSAIK, LA COMPOSICIÓN PERFECTA
22 VIVIENDAS EXCLUSIVAS DE OBRA NUEVA CON TERRAZA DE 2 Y 3 DORMITORIOS (PLAZAS DE GARAJE Y LOCKERS INCLUIDOS EN EL PRECIO)
MOSAIK es un proyecto innovador y vanguardista, donde prima diseño y funcionalidad, que se ubica en la calle Fernández Caro, 7, a pocos metros de la ca
";ciudad-lineal
1.055.500;Piso en Fernández Caro 7;135;3;Planta 5ª exterior con ascensor;/inmueble/108458836/;"
DESCUBRE EN MOSAIK, LA COMPOSICIÓN PERFECTA
22 VIVIENDAS EXCLUSIVAS DE OBRA NUEVA CON TERRAZA DE 2 Y 3 DORMITORIOS (PLAZAS DE GARAJE Y LOCKERS INCLUIDOS EN EL PRECIO)
MOSAIK es un proyecto innovador y vanguardista, donde prima diseño y funcionalidad, que se ubica en la calle Fernández Caro, 7, a pocos metros de la ca
";ciudad-lineal
334.900;Piso en Calle de José Arcones Gil 76;70;2;Planta 3ª exterior con ascensor;/inmueble/109092186/;"
TengoTuCasa presenta esta vivienda CON ASCENSOR Y PLAZA DE GARAJE incluida en el precio. Está totalmente reformada, decorada y con garantía, lista para entrar a vivir, su proximidad a la calle Hermanos García Noblejas y al polígono Julián Camarillo la convierten en una gran oportunidad de inversión, con un alquiler est
";ciudad-lineal
1.405.000;Dúplex en Calle arturo soria 224;138;3;Bajo exterior con ascensor;/inmueble/98979025/;"
Bajos dúplex de 1.391. 000€ (bajos bloque 2)
Vivienda dúplex de 3 dormitorios con acceso por la planta baja y dispone de un magnífico jardín privativo que prolonga hacia el exterior y le permite disfruta del aire libre y dejarse envolver por la naturaleza.
Un amplio salón a doble altura recibe la intensa luz que llega
";ciudad-lineal
1.395.000;Casa o chalet independiente en Colina Madrid;245;4;;/inmueble/108075656/;"
""Algunas de las imágenes incluidas en este anuncio son representaciones orientativas del posible aspecto de ciertas estancias y no reflejan el estado actual del inmueble. ""
Oportunidad de Inversión en Arturo Soria: Espacio Versátil de 245 m² en Tres Plantas
Presentamos una propiedad única en una ubicación privilegiad
";ciudad-lineal
359.000;Piso en Pasaje Santa Felicidad Ventas;62;3;Planta 3ª exterior con ascensor;/inmueble/108248697/;"
¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad.
Clikalia presenta este piso ubicado en el barrio de Ventas, en Madrid.
La vivienda está ubicada en la 3 planta exterior con ascensor. Dispone de una superficie total de 62 m², distribuidos en salón y comedor, cocina independie
";ciudad-lineal
264.000;Piso en Calle de María Teresa Sáenz de Heredia Ventas;55;2;Planta 1ª exterior sin ascensor;/inmueble/108089544/;"
PISO EN VENTA DE 55M2 EXTERIOR, 2 DORMITORIOS CON TRASTERO EN LA ELIPA. Compuesto por un dormitorio principal con armario a medida en tonos roble claro y uno individual. Amplio salón con gran ventana que aporta luz natural a todo el entorno. Baño con plato de ducha con mampara y cocina. La finca cuenta con gas natural
";ciudad-lineal
289.900;Piso en Calle de Elfo Quintana;60;2;Planta 2ª exterior sin ascensor;/inmueble/109231352/;"
Piso de 60 m² listo para entrar a vivir.
La vivienda se distribuye en un luminoso salón-comedor, 2 dormitorios (uno doble y otro individual, ambos con armarios empotrados), cocina totalmente equipada con electrodomésticos y un baño completo con plato de ducha. Dispone de ventanas Climalit con doble acristalamiento, sue
";ciudad-lineal
525.000;Piso en San Pascual Madrid;78;1;Planta 1ª exterior con ascensor;/inmueble/108215175/;"
DE SALAS LUXURY HOMES, Ref MAV02800, presenta este bonito piso de 78m2 catastrales, de los cuales, 46m2 pertenecen a la propia vivienda y 28m2 a elementos comunes.
Un exclusivo piso que llama la atención por su luminosidad. Cualquier estancia de la vivienda es pura luz.
MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN ID
";ciudad-lineal
980.000;Piso en Calle de Arturo Soria Costillares;167;3;Planta 1ª exterior con ascensor;/inmueble/109136053/;"
Grupo EXTRA les brinda exclusiva propiedad en calle de Arturo Soria – Pinar de Chamartín. Piso con reforma integral de diseño en acabados de lujo. Un hogar donde la tecnología se funde con el confort y la elegancia en una urbanización privada con acceso directo a GARAJE, PISCINA climatizada y un cuidado jardín comunita
";ciudad-lineal
1.190.000;Dúplex en Colina Madrid;197;3;Planta 2ª exterior con ascensor;/inmueble/107941533/;"
Vivienda impecable, con máximas calidades junto a Arturo Soria. Se compone de dos plantas con una magnífica distribución y luminosidad. Consta de hall recibidor, aseo de invitados, cocina completamente equipada y con zona de tendedero y salón comedor con acceso a una estupenda terraza. En otra planta disfrutamos de dos
";ciudad-lineal
1.150.000;Piso en Costillares Madrid;165;4;Planta 7ª exterior con ascensor;/inmueble/108688135/;"
Lucas Fox presenta este piso de 164 m² construidos según catastro en la tranquila y consolidada calle Caleruega, en Pinar de Chamartín. El piso goza de amplitud, luminosidad y confort. Ofrece cuatro dormitorios, tres cuartos de baño y un amplio salón con la cocina abierta, con abundante luz natural. Además, cuenta con
";ciudad-lineal
339.900;Piso en Calle de Elfo Quintana;60;2;Planta 1ª exterior sin ascensor;/inmueble/109186246/;"
Fabuloso piso en venta de dos dormitorios, completamente reformado hace menos de un año, que combina comodidad y funcionalidad. La vivienda dispone de una cocina equipada, un baño completo y un amplio y luminoso salón. Dispone de aire acondicionado y calefacción tipo eléctrica.
Su ubicación es excelente, a tan solo cin
";ciudad-lineal
525.000;Piso en Calle del Marqués de Portugalete San Pascual;78;1;Planta 1ª exterior con ascensor;/inmueble/107305923/;"
QUARTIERS Expertos Inmobiliarios. Agents Immobiliers Français. Real Estate Services.
Quartiers presenta este fantástico piso en Arturo Soria, ubicado en una urbanización con piscina y zonas verdes. La vivienda cuenta con estupendas calidades de construcción, y el precio de venta incluye 1 plaza de garaje y trastero.
";ciudad-lineal
1.200.000;Piso en Calle de Arturo Baldasano Colina;154;4;Planta 6ª exterior con ascensor;/inmueble/108831880/;"
Amplio piso con terraza, piscina y jardín en Arturo Soria
Se vende espacioso piso de 154 m² situado en el prestigioso barrio de Arturo Soria, una de las zonas residenciales más demandadas de Madrid. Construido en 1972, este inmueble ofrece una base sólida y muchas posibilidades de reforma para crear un hogar totalment
";ciudad-lineal
2.600.000;Casa o chalet independiente en Calle de Pérez Cidón Concepción;370;5;;/inmueble/106406939/;"
Espectacular Casa Independiente
Espectacular Chalet en parcela de cuatrocientos metros cuadrados, dividido en tres plantas. Edificio con ascensor con parada en todas las plantas. Son tres pisos físicamente independientes, con excelentes calidades, todos con amplio salón muy luminoso, cocina, cuarto de baño y amplio dor
";ciudad-lineal
339.900;Piso en Calle de Guillén de Castro Pueblo Nuevo;175;4;Bajo interior sin ascensor;/inmueble/108731182/;"
Magnífica vivienda situada en una de las zonas más codiciadas de Madrid, en la calle Guillén de Castro, Con una distribución inteligente en dos plantas más sótano, esta propiedad combina amplitud, funcionalidad y un toque distintivo que la convierte en una oportunidad única, cuenta con 4 amplias habitaciones, perfectas
";ciudad-lineal
295.000;Piso en Calle de Emilio Ferrari Pueblo Nuevo;72;2;Planta 2ª exterior sin ascensor;/inmueble/108950471/;"
TengoTuCasa presenta este estupendo piso en venta en la calle Emilio Ferrari, ubicado en el distrito de Ciudad Lineal. La vivienda dispone de dos habitaciones, salón, cocina independiente, baño completo, 2 terrazas y tendedero. Cuenta con calefacción y agua caliente central, lo que garantiza una temperatura agradable d
";ciudad-lineal
1.320.000;Dúplex en Calle de Arturo Soria Colina;225;3;Planta 5ª exterior con ascensor;/inmueble/108566247/;"
Presentamos en exclusiva este magnífico dúplex de obra nueva, situado en Arturo Soria, una de las zonas más privilegiadas y cotizadas de Madrid.
Con orientación este, la vivienda se llena de luz natural durante todo el día. Dispone de tres amplios dormitorios y dos baños, cuidadosamente diseñados para ofrecer el máxim
";ciudad-lineal
950.000;Piso en Calle de Ulises San Juan Bautista;114;3;Planta 6ª exterior con ascensor;/inmueble/108815495/;"
MADRID- CALLE ULISES -ARTURO SORIA, piso en venta en Urbanización con piscina y pistas de Padel. Distribuido en 3 dormitorios, 2 baños ( uno en suite principal), salón, terraza, cocina equipada con tendedero y despensa. Edificación de 1990 con ascensor, calefacción individual de gas natural, exterior, soleado, vistas d
";ciudad-lineal
1.200.000;Piso en Colina Madrid;154;4;Planta 6ª exterior con ascensor;/inmueble/108850882/;"
Maravilloso piso para reformar en Arturo Soria
Descubre el potencial de este exclusivo y espacioso piso exterior, distribuido en cuatro dormitorios, tres baños, cocina independiente y gran salón con salida a una terraza con maravillosas vistas.
Además cuenta con una plaza de garaje subterránea y trastero, brindando com
";ciudad-lineal
399.000;Piso en Calle del Marqués de Pico Velasco Concepción;61;2;Planta 2ª exterior sin ascensor;/inmueble/109226376/;"
Luminoso piso exterior con terraza y vistas a Arturo Soria, 2 dormitorios, en Concepción (Ciudad Lineal)
En pleno corazón del barrio de Concepción, en la tranquila Calle del Marqués de Pico Velasco, se encuentra esta luminosa vivienda exterior con terraza, situada en una segunda planta real. Ubicada dentro del distrit
";ciudad-lineal
300.000;Piso en Calle de Taburiente Pueblo Nuevo;85;3;Planta 3ª exterior sin ascensor;/inmueble/108369012/;"
VOhome Quintana, vende piso de 85 m2 tercera planta, calle Taburiente zona de Pueblo Nuevo, distrito de Ciudad Lineal.
Piso exterior muy luminoso con triple orientación sur, este y oeste, consta de hall de entrada, pasillo distribuidor, tres dormitorios con armarios empotrados, amplio salón, cocina independiente, baño
";ciudad-lineal
180.900;Piso en Calle Achuri Pueblo Nuevo;50;2;Bajo exterior sin ascensor;/inmueble/107444856/;"
Piso REFORMADO compuesto por salón-comedor independiente, dormitorio principal, dormitorio individual, cocina amueblada y equipada con electrodomésticos, baño con plato de ducha y hall de entrada. La vivienda cuenta con suelos de tarima flotante, ventanas con sistema de cierre CLIMALIT, agua caliente y calefacción a Ga
";ciudad-lineal
275.000;Piso en Calle de Gutierre de Cetina Pueblo Nuevo;55;2;Planta 2ª exterior sin ascensor;/inmueble/109175560/;"
VOhome Quintana, vende piso en segunda planta de 55 m2, en calle Gutierre de Cetina, zona de Pueblo Nuevo, distrito de Ciudad Lineal.
Piso muy soleado y luminoso, de orientación noroeste distribuido en hall de entrada, pasillo distribuidor, dos dormitorios, amplio salón con terraza cerrada, cocina independiente y baño
";ciudad-lineal
260.000;Piso en Ventas Madrid;52;2;Planta 2ª exterior con ascensor;/inmueble/109136213/;"
AMÂBIT INMOBILIARIA vende esta exclusiva vivienda en Calle San Secundino (Zona Ventas) compuesta de:
-Salón: Espacio cómodo y bien distribuido, ideal como zona de estar y comedor.
-Cocina independiente: Funcional, con buena capacidad de almacenaje y superficie de trabajo.
-Dos habitaciones: Dormitorios amplios que per
";ciudad-lineal
322.000;Piso en Calle de Luis Ruiz Pueblo Nuevo;70;3;Planta 5ª exterior sin ascensor;/inmueble/108661354/;"
PERMONT CONSULTORES PRESENTA:
**Piso Reformado en Venta - Ideal para Familias e Inversores**
¡Descubre este espectacular piso totalmente reformado en la quinta y última planta de un edificio tranquilo! Con una superficie de 70 m², este hogar destaca por su gran luminosidad y vistas despejadas rodeadas de abundante ve
";ciudad-lineal
389.000;Dúplex en Calle de Emilio Gastesi Fernández Quintana;114;3;Planta 3ª exterior con ascensor;/inmueble/109122595/;"
VOhome Quintana, vende dúplex de 114 m2 totales, en tercera planta con ascensor, calle Emilio Gastesi Fernández, frente al polideportivo de La Concepción, distrito de Ciudad Lineal.
Dúplex exterior, muy luminoso, de tres dormitorios con amplias estancias, distribuido en tres plantas.
Primera planta: Hall distribuidor
";ciudad-lineal
585.000;Piso en San Juan Bautista Madrid;103;3;Bajo exterior con ascensor;/inmueble/108523037/;"
VOhome PROPIEDADES ofrece en exclusiva a sus clientes, estupenda vivienda en venta en San Juan Bautista
La vivienda cuenta con acceso directo desde la calle aunque la mayor parte de la casa tiene altura de segunda planta.
La propiedad cuenta con tres amplios dormitorios y dos baños completos, ambos equipados con plat
";ciudad-lineal
398.000;Piso en Calle de Ascao Pueblo Nuevo;97;4;Planta 5ª exterior con ascensor;/inmueble/108670751/;"
CIUDAD LINEAL - PUEBLO NUEVO, Se vende espectacular vivienda completamente exterior situada en la quinta planta de un edificio de ocho alturas de la Calle Ascao.
El piso tiene un amplio recibidor y un pasillo distribuidor por el que accedemos al salón-comedor con acceso a una amplia terraza, cocina con una segunda terr
";ciudad-lineal
335.000;Piso en Calle de Emilio Ferrari Pueblo Nuevo;71;3;Planta 4ª exterior sin ascensor;/inmueble/108960587/;"
VOhome Quintana, vende piso en cuarta planta de 71m2, en calle Emilio Ferrari, zona de Pueblo Nuevo, distrito de Ciudad Lineal.
Piso muy soleado, luminoso con amplias estancias, de orientación oeste, distribuido en hall de entrada, pasillo distribuidor, tres dormitorios con terraza incorporada en dos de ellos, amplio
";ciudad-lineal
775.000;Piso en Costillares Madrid;183;5;Planta 1ª exterior sin ascensor;/inmueble/108626420/;"
¡Tu nuevo hogar te está esperando!
Descubre este amplísimo y luminoso piso, perfecto para quienes buscan espacio, comodidad y una excelente ubicación.
La vivienda cuenta con dos salones conectados, ideales para crear distintas zonas de descanso, trabajo o reuniones familiares, con aire acondicionado y acceso a un balc
";ciudad-lineal
